,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
3379,-1.0,84400.0,PINA_COLADAS,14911.0,28.0,14910.0,52.0,,,14914.0,80.0,,,,,14912.5,15442.25
3380,-1.0,84500.0,PINA_COLADAS,14913.0,96.0,,,,,14916.0,96.0,,,,,14914.5,14969.75
3386,-1.0,84600.0,PINA_COLADAS,14915.0,94.0,,,,,14918.0,94.0,,,,,14916.5,14596.75
3391,-1.0,84700.0,PINA_COLADAS,14916.0,94.0,,,,,14919.0,39.0,14920.0,55.0,,,14917.5,14391.75
3392,-1.0,84800.0,PINA_COLADAS,14914.0,86.0,,,,,14917.0,86.0,,,,,14915.5,14847.0
3396,-1.0,84900.0,PINA_COLADAS,14914.0,92.0,,,,,14917.0,32.0,14918.0,60.0,,,14915.5,14750.0
3401,-1.0,85000.0,PINA_COLADAS,14914.0,91.0,,,,,14917.0,91.0,,,,,14915.5,14806.25
3407,-1.0,85100.0,PINA_COLADAS,14919.0,90.0,,,,,14922.0,90.0,,,,,14920.5,13902.75
3408,-1.0,85200.0,PINA_COLADAS,14919.0,96.0,,,,,14922.0,96.0,,,,,14920.5,13876.5
3412,-1.0,85300.0,PINA_COLADAS,14917.0,22.0,14916.0,74.0,,,14919.0,22.0,14920.0,74.0,,,14918.0,14340.0
3418,-1.0,85400.0,PINA_COLADAS,14918.0,93.0,,,,,14921.0,93.0,,,,,14919.5,14135.75
3422,-1.0,85500.0,PINA_COLADAS,14916.0,90.0,,,,,14919.0,90.0,,,,,14917.5,14500.75
3425,-1.0,85600.0,PINA_COLADAS,14918.0,26.0,14917.0,71.0,,,14920.0,26.0,14921.0,71.0,,,14919.0,14189.25
3428,-1.0,85700.0,PINA_COLADAS,14917.0,101.0,,,,,14920.0,101.0,,,,,14918.5,14225.0
3434,-1.0,85800.0,PINA_COLADAS,14919.0,81.0,,,,,14922.0,81.0,,,,,14920.5,13858.0
3438,-1.0,85900.0,PINA_COLADAS,14916.0,98.0,,,,,14919.0,98.0,,,,,14917.5,14404.5
3440,-1.0,86000.0,PINA_COLADAS,14916.0,21.0,14915.0,55.0,,,14918.0,21.0,14919.0,55.0,,,14917.0,14565.5
3444,-1.0,86100.0,PINA_COLADAS,14913.0,26.0,14912.0,92.0,,,14915.0,92.0,,,,,14914.0,15155.0
3450,-1.0,86200.0,PINA_COLADAS,14913.0,34.0,14912.0,50.0,,,14914.0,33.0,14915.0,34.0,14916.0,50.0,14913.5,15095.25
3454,-1.0,86300.0,PINA_COLADAS,14908.0,39.0,14907.0,64.0,,,14910.0,39.0,14911.0,64.0,,,14909.0,16063.5
3456,-1.0,86400.0,PINA_COLADAS,14906.0,97.0,,,,,14909.0,97.0,,,,,14907.5,16350.5
3460,-1.0,86500.0,PINA_COLADAS,14907.0,91.0,,,,,14910.0,91.0,,,,,14908.5,16174.75
3466,-1.0,86600.0,PINA_COLADAS,14907.0,22.0,14906.0,74.0,,,14909.0,22.0,14910.0,74.0,,,14908.0,16231.0
3470,-1.0,86700.0,PINA_COLADAS,14905.0,94.0,,,,,14908.0,94.0,,,,,14906.5,16488.5
3473,-1.0,86800.0,PINA_COLADAS,14903.0,40.0,14902.0,74.0,,,14905.0,40.0,14906.0,74.0,,,14904.0,17003.75
3476,-1.0,86900.0,PINA_COLADAS,14901.0,82.0,,,,,14904.0,82.0,,,,,14902.5,17295.0
3481,-1.0,87000.0,PINA_COLADAS,14901.0,77.0,,,,,14902.0,38.0,14904.0,77.0,,,14901.5,17242.75
3485,-1.0,87100.0,PINA_COLADAS,14904.0,87.0,,,,,14907.0,87.0,,,,,14905.5,16764.5
3488,-1.0,87200.0,PINA_COLADAS,14909.0,95.0,,,,,14912.0,95.0,,,,,14910.5,15726.75
3492,-1.0,87300.0,PINA_COLADAS,14908.0,21.0,14907.0,52.0,,,14911.0,73.0,,,,,14909.5,16024.0
3497,-1.0,87400.0,PINA_COLADAS,14911.0,40.0,14910.0,55.0,,,14913.0,40.0,14914.0,55.0,,,14912.0,15507.0
3501,-1.0,87500.0,PINA_COLADAS,14912.0,97.0,,,,,14915.0,97.0,,,,,14913.5,15225.75
3504,-1.0,87600.0,PINA_COLADAS,14914.0,83.0,,,,,14917.0,83.0,,,,,14915.5,14816.25
3508,-1.0,87700.0,PINA_COLADAS,14914.0,84.0,,,,,14917.0,30.0,14918.0,54.0,,,14915.5,14762.5
3513,-1.0,87800.0,PINA_COLADAS,14914.0,39.0,14913.0,60.0,,,14916.0,39.0,14917.0,60.0,,,14915.0,14906.75
3518,-1.0,87900.0,PINA_COLADAS,14915.0,90.0,,,,,14918.0,90.0,,,,,14916.5,14649.75
3521,-1.0,88000.0,PINA_COLADAS,14913.0,72.0,,,,,14916.0,72.0,,,,,14914.5,14988.25
3525,-1.0,88100.0,PINA_COLADAS,14912.0,22.0,14911.0,52.0,,,14914.0,22.0,14915.0,52.0,,,14913.0,15289.25
3531,-1.0,88200.0,PINA_COLADAS,14909.0,104.0,,,,,14912.0,104.0,,,,,14910.5,15718.5
3533,-1.0,88300.0,PINA_COLADAS,14911.0,24.0,14910.0,64.0,,,14913.0,24.0,14914.0,64.0,,,14912.0,15471.5
3537,-1.0,88400.0,PINA_COLADAS,14914.0,85.0,,,,,14917.0,24.0,14918.0,61.0,,,14915.5,14763.75
3541,-1.0,88500.0,PINA_COLADAS,14912.0,107.0,,,,,14915.0,107.0,,,,,14913.5,15212.75
3547,-1.0,88600.0,PINA_COLADAS,14913.0,83.0,,,,,14916.0,83.0,,,,,14914.5,15026.0
3549,-1.0,88700.0,PINA_COLADAS,14913.0,86.0,,,,,14916.0,86.0,,,,,14914.5,15061.0
3553,-1.0,88800.0,PINA_COLADAS,14914.0,24.0,14913.0,104.0,,,14916.0,104.0,,,,,14915.0,15026.0
3557,-1.0,88900.0,PINA_COLADAS,14910.0,78.0,,,,,14913.0,78.0,,,,,14911.5,15591.5
3562,-1.0,89000.0,PINA_COLADAS,14903.0,84.0,,,,,14906.0,25.0,14907.0,59.0,,,14904.5,16836.0
3565,-1.0,89100.0,PINA_COLADAS,14899.0,26.0,14898.0,53.0,,,14901.0,26.0,14902.0,53.0,,,14900.0,17743.75
3568,-1.0,89200.0,PINA_COLADAS,14900.0,111.0,,,,,14903.0,111.0,,,,,14901.5,17505.0
3573,-1.0,89300.0,PINA_COLADAS,14898.0,81.0,,,,,14901.0,81.0,,,,,14899.5,17864.0
3578,-1.0,89400.0,PINA_COLADAS,14900.0,85.0,,,,,14903.0,85.0,,,,,14901.5,17393.5
3581,-1.0,89500.0,PINA_COLADAS,14902.0,111.0,,,,,14905.0,111.0,,,,,14903.5,17097.25
3584,-1.0,89600.0,PINA_COLADAS,14903.0,63.0,14902.0,50.0,,,14905.0,37.0,14906.0,50.0,,,14904.0,16978.0
3589,-1.0,89700.0,PINA_COLADAS,14904.0,26.0,14903.0,50.0,,,14907.0,76.0,,,,,14905.5,16746.75
3594,-1.0,89800.0,PINA_COLADAS,14904.0,87.0,,,,,14907.0,87.0,,,,,14905.5,16646.5
3598,-1.0,89900.0,PINA_COLADAS,14907.0,79.0,,,,,14910.0,79.0,,,,,14908.5,16135.0
3600,-1.0,90000.0,PINA_COLADAS,14908.0,101.0,,,,,14911.0,101.0,,,,,14909.5,15865.25
3607,-1.0,90100.0,PINA_COLADAS,14911.0,28.0,14910.0,50.0,,,14914.0,78.0,,,,,14912.5,15415.5
3610,-1.0,90200.0,PINA_COLADAS,14907.0,94.0,,,,,14910.0,94.0,,,,,14908.5,16089.75
3614,-1.0,90300.0,PINA_COLADAS,14904.0,24.0,14903.0,50.0,,,14907.0,74.0,,,,,14905.5,16752.0
3616,-1.0,90400.0,PINA_COLADAS,14906.0,101.0,,,,,14909.0,101.0,,,,,14907.5,16304.5
3622,-1.0,90500.0,PINA_COLADAS,14902.0,81.0,,,,,14905.0,81.0,,,,,14903.5,17022.75
3626,-1.0,90600.0,PINA_COLADAS,14903.0,79.0,,,,,14906.0,79.0,,,,,14904.5,16838.75
3630,-1.0,90700.0,PINA_COLADAS,14903.0,27.0,14902.0,59.0,,,14905.0,27.0,14906.0,59.0,,,14904.0,16970.75
3632,-1.0,90800.0,PINA_COLADAS,14904.0,27.0,14903.0,63.0,,,14906.0,27.0,14907.0,63.0,,,14905.0,16788.5
3638,-1.0,90900.0,PINA_COLADAS,14901.0,22.0,14900.0,61.0,,,14904.0,83.0,,,,,14902.5,17319.75
3642,-1.0,91000.0,PINA_COLADAS,14900.0,78.0,,,,,14903.0,78.0,,,,,14901.5,17401.25
3646,-1.0,91100.0,PINA_COLADAS,14899.0,110.0,,,,,14902.0,110.0,,,,,14900.5,17639.5
3648,-1.0,91200.0,PINA_COLADAS,14899.0,102.0,,,,,14902.0,102.0,,,,,14900.5,17646.0
3654,-1.0,91300.0,PINA_COLADAS,14899.0,96.0,,,,,14902.0,96.0,,,,,14900.5,17589.0
3658,-1.0,91400.0,PINA_COLADAS,14896.0,107.0,,,,,14899.0,107.0,,,,,14897.5,18166.0
3661,-1.0,91500.0,PINA_COLADAS,14900.0,33.0,14899.0,64.0,,,14902.0,33.0,14903.0,64.0,,,14901.0,17564.5
3664,-1.0,91600.0,PINA_COLADAS,14900.0,33.0,14899.0,65.0,,,14902.0,33.0,14903.0,65.0,,,14901.0,17545.5
3669,-1.0,91700.0,PINA_COLADAS,14898.0,102.0,,,,,14901.0,102.0,,,,,14899.5,17819.25
3674,-1.0,91800.0,PINA_COLADAS,14903.0,36.0,14902.0,54.0,,,14906.0,90.0,,,,,14904.5,16942.25
3677,-1.0,91900.0,PINA_COLADAS,14905.0,80.0,,,,,14908.0,80.0,,,,,14906.5,16552.75
3680,-1.0,92000.0,PINA_COLADAS,14903.0,84.0,,,,,14906.0,84.0,,,,,14904.5,16934.75
3685,-1.0,92100.0,PINA_COLADAS,14902.0,87.0,,,,,14905.0,87.0,,,,,14903.5,17105.25
3690,-1.0,92200.0,PINA_COLADAS,14899.0,115.0,,,,,14902.0,115.0,,,,,14900.5,17598.5
3695,-1.0,92300.0,PINA_COLADAS,14898.0,20.0,14897.0,51.0,,,14900.0,20.0,14901.0,51.0,,,14899.0,17913.5
3697,-1.0,92400.0,PINA_COLADAS,14898.0,98.0,,,,,14901.0,98.0,,,,,14899.5,17809.25
3703,-1.0,92500.0,PINA_COLADAS,14900.0,84.0,,,,,14903.0,84.0,,,,,14901.5,17451.75
3707,-1.0,92600.0,PINA_COLADAS,14902.0,108.0,,,,,14905.0,108.0,,,,,14903.5,17099.5
3711,-1.0,92700.0,PINA_COLADAS,14901.0,91.0,,,,,14904.0,91.0,,,,,14902.5,17314.5
3713,-1.0,92800.0,PINA_COLADAS,14905.0,26.0,14904.0,67.0,,,14908.0,93.0,,,,,14906.5,16558.25
3719,-1.0,92900.0,PINA_COLADAS,14905.0,86.0,,,,,14908.0,86.0,,,,,14906.5,16444.75
3723,-1.0,93000.0,PINA_COLADAS,14908.0,99.0,,,,,14911.0,99.0,,,,,14909.5,15914.5
3727,-1.0,93100.0,PINA_COLADAS,14909.0,35.0,14908.0,35.0,14907.0,67.0,14911.0,102.0,,,,,14910.0,15990.75
3729,-1.0,93200.0,PINA_COLADAS,14908.0,24.0,14907.0,88.0,,,14910.0,88.0,,,,,14909.0,16096.0
3735,-1.0,93300.0,PINA_COLADAS,14908.0,73.0,,,,,14911.0,73.0,,,,,14909.5,15869.25
3737,-1.0,93400.0,PINA_COLADAS,14907.0,88.0,,,,,14910.0,88.0,,,,,14908.5,16098.0
3740,-1.0,93500.0,PINA_COLADAS,14908.0,80.0,,,,,14911.0,80.0,,,,,14909.5,15896.0
3745,-1.0,93600.0,PINA_COLADAS,14905.0,108.0,,,,,14908.0,108.0,,,,,14906.5,16473.75
3751,-1.0,93700.0,PINA_COLADAS,14906.0,86.0,,,,,14909.0,86.0,,,,,14907.5,16350.75
3752,-1.0,93800.0,PINA_COLADAS,14908.0,104.0,,,,,14911.0,104.0,,,,,14909.5,15875.75
3756,-1.0,93900.0,PINA_COLADAS,14907.0,104.0,,,,,14910.0,35.0,14911.0,69.0,,,14908.5,16052.25
3761,-1.0,94000.0,PINA_COLADAS,14905.0,21.0,14904.0,58.0,,,14907.0,21.0,14908.0,58.0,,,14906.0,16580.5
3767,-1.0,94100.0,PINA_COLADAS,14903.0,96.0,,,,,14906.0,96.0,,,,,14904.5,16877.0
3768,-1.0,94200.0,PINA_COLADAS,14905.0,92.0,,,,,14908.0,92.0,,,,,14906.5,16549.25
3772,-1.0,94300.0,PINA_COLADAS,14905.0,38.0,14904.0,64.0,,,14908.0,102.0,,,,,14906.5,16571.5
3778,-1.0,94400.0,PINA_COLADAS,14906.0,22.0,14905.0,61.0,,,14909.0,83.0,,,,,14907.5,16380.25
3782,-1.0,94500.0,PINA_COLADAS,14906.0,90.0,,,,,14909.0,90.0,,,,,14907.5,16330.75
3785,-1.0,94600.0,PINA_COLADAS,14907.0,23.0,14906.0,66.0,,,14909.0,23.0,14910.0,66.0,,,14908.0,16198.5
3788,-1.0,94700.0,PINA_COLADAS,14907.0,85.0,,,,,14910.0,85.0,,,,,14908.5,16066.5
3794,-1.0,94800.0,PINA_COLADAS,14910.0,38.0,14909.0,85.0,,,14912.0,85.0,,,,,14911.0,15717.5
3798,-1.0,94900.0,PINA_COLADAS,14907.0,31.0,14906.0,60.0,,,14910.0,91.0,,,,,14908.5,16184.75
3800,-1.0,95000.0,PINA_COLADAS,14910.0,87.0,,,,,14913.0,87.0,,,,,14911.5,15555.75
3804,-1.0,95100.0,PINA_COLADAS,14912.0,27.0,14911.0,59.0,,,14914.0,27.0,14915.0,59.0,,,14913.0,15271.75
3810,-1.0,95200.0,PINA_COLADAS,14909.0,24.0,14908.0,58.0,,,14911.0,24.0,14912.0,58.0,,,14910.0,15821.25
3814,-1.0,95300.0,PINA_COLADAS,14914.0,99.0,,,,,14917.0,40.0,14918.0,59.0,,,14915.5,14718.25
3816,-1.0,95400.0,PINA_COLADAS,14914.0,96.0,,,,,14917.0,96.0,,,,,14915.5,14771.25
3820,-1.0,95500.0,PINA_COLADAS,14910.0,25.0,14909.0,67.0,,,14911.0,30.0,14913.0,92.0,,,14910.5,15610.5
3827,-1.0,95600.0,PINA_COLADAS,14907.0,79.0,,,,,14910.0,79.0,,,,,14908.5,16148.5
3829,-1.0,95700.0,PINA_COLADAS,14908.0,99.0,,,,,14911.0,99.0,,,,,14909.5,15906.0
3832,-1.0,95800.0,PINA_COLADAS,14908.0,80.0,,,,,14909.0,32.0,14911.0,22.0,14912.0,58.0,14908.5,15857.75
3836,-1.0,95900.0,PINA_COLADAS,14907.0,89.0,,,,,14910.0,89.0,,,,,14908.5,16164.0
3841,-1.0,96000.0,PINA_COLADAS,14910.0,31.0,14909.0,55.0,,,14912.0,31.0,14913.0,55.0,,,14911.0,15618.25
3845,-1.0,96100.0,PINA_COLADAS,14911.0,89.0,,,,,14914.0,89.0,,,,,14912.5,15324.5
3848,-1.0,96200.0,PINA_COLADAS,14912.0,39.0,14911.0,59.0,,,14914.0,39.0,14915.0,59.0,,,14913.0,15262.5
3852,-1.0,96300.0,PINA_COLADAS,14912.0,89.0,,,,,14915.0,89.0,,,,,14913.5,15143.0
3857,-1.0,96400.0,PINA_COLADAS,14912.0,79.0,,,,,14915.0,79.0,,,,,14913.5,15206.25
3861,-1.0,96500.0,PINA_COLADAS,14915.0,27.0,14914.0,68.0,,,14917.0,27.0,14918.0,68.0,,,14916.0,14693.5
3864,-1.0,96600.0,PINA_COLADAS,14913.0,32.0,14912.0,75.0,,,14915.0,32.0,14916.0,75.0,,,14914.0,15070.0
3869,-1.0,96700.0,PINA_COLADAS,14912.0,89.0,,,,,14915.0,89.0,,,,,14913.5,15121.0
3875,-1.0,96800.0,PINA_COLADAS,14913.0,23.0,14912.0,57.0,,,14916.0,80.0,,,,,14914.5,15029.0
3877,-1.0,96900.0,PINA_COLADAS,14916.0,33.0,14915.0,101.0,,,14918.0,38.0,14919.0,63.0,,,14917.0,14525.25
3881,-1.0,97000.0,PINA_COLADAS,14913.0,105.0,,,,,14916.0,105.0,,,,,14914.5,14975.0
3885,-1.0,97100.0,PINA_COLADAS,14912.0,97.0,,,,,14915.0,97.0,,,,,14913.5,15215.25
3891,-1.0,97200.0,PINA_COLADAS,14912.0,99.0,,,,,14915.0,99.0,,,,,14913.5,15207.75
3893,-1.0,97300.0,PINA_COLADAS,14911.0,83.0,,,,,14914.0,83.0,,,,,14912.5,15397.75
3897,-1.0,97400.0,PINA_COLADAS,14914.0,25.0,14913.0,62.0,,,14915.0,31.0,14916.0,25.0,14917.0,62.0,14914.5,14860.25
3901,-1.0,97500.0,PINA_COLADAS,14914.0,20.0,14913.0,63.0,,,14916.0,20.0,14917.0,63.0,,,14915.0,14853.5
3907,-1.0,97600.0,PINA_COLADAS,14915.0,95.0,,,,,14918.0,95.0,,,,,14916.5,14534.0
3909,-1.0,97700.0,PINA_COLADAS,14915.0,101.0,,,,,14918.0,101.0,,,,,14916.5,14631.0
3913,-1.0,97800.0,PINA_COLADAS,14917.0,39.0,14916.0,29.0,14915.0,62.0,14918.0,29.0,14919.0,62.0,,,14917.5,14479.5
3918,-1.0,97900.0,PINA_COLADAS,14916.0,80.0,,,,,14919.0,80.0,,,,,14917.5,14344.5
3922,-1.0,98000.0,PINA_COLADAS,14915.0,22.0,14914.0,60.0,,,14918.0,82.0,,,,,14916.5,14650.0
3925,-1.0,98100.0,PINA_COLADAS,14914.0,77.0,,,,,14917.0,23.0,14918.0,54.0,,,14915.5,14712.25
3928,-1.0,98200.0,PINA_COLADAS,14913.0,24.0,14912.0,50.0,,,14915.0,24.0,14916.0,50.0,,,14914.0,15082.75
3933,-1.0,98300.0,PINA_COLADAS,14912.0,86.0,,,,,14915.0,34.0,14916.0,52.0,,,14913.5,15099.25
3938,-1.0,98400.0,PINA_COLADAS,14913.0,25.0,14912.0,84.0,,,14915.0,84.0,,,,,14914.0,15176.5
3941,-1.0,98500.0,PINA_COLADAS,14915.0,77.0,,,,,14918.0,77.0,,,,,14916.5,14557.25
3944,-1.0,98600.0,PINA_COLADAS,14919.0,89.0,,,,,14922.0,89.0,,,,,14920.5,13828.25
3950,-1.0,98700.0,PINA_COLADAS,14918.0,93.0,,,,,14921.0,20.0,14922.0,73.0,,,14919.5,13948.75
3954,-1.0,98800.0,PINA_COLADAS,14916.0,82.0,,,,,14919.0,82.0,,,,,14917.5,14403.0
3958,-1.0,98900.0,PINA_COLADAS,14920.0,88.0,,,,,14923.0,88.0,,,,,14921.5,13687.75
3960,-1.0,99000.0,PINA_COLADAS,14925.0,103.0,,,,,14928.0,103.0,,,,,14926.5,12698.0
3966,-1.0,99100.0,PINA_COLADAS,14926.0,22.0,14925.0,104.0,,,14928.0,104.0,,,,,14927.0,12637.5
3970,-1.0,99200.0,PINA_COLADAS,14923.0,73.0,,,,,14926.0,20.0,14927.0,53.0,,,14924.5,12990.25
3974,-1.0,99300.0,PINA_COLADAS,14923.0,103.0,,,,,14926.0,103.0,,,,,14924.5,13052.5
3976,-1.0,99400.0,PINA_COLADAS,14923.0,37.0,14922.0,50.0,,,14925.0,37.0,14926.0,50.0,,,14924.0,13169.75
3982,-1.0,99500.0,PINA_COLADAS,14925.0,21.0,14924.0,73.0,,,14928.0,94.0,,,,,14926.5,12735.0
3986,-1.0,99600.0,PINA_COLADAS,14925.0,104.0,,,,,14928.0,104.0,,,,,14926.5,12620.25
3990,-1.0,99700.0,PINA_COLADAS,14924.0,34.0,14923.0,72.0,,,14927.0,106.0,,,,,14925.5,12936.25
3992,-1.0,99800.0,PINA_COLADAS,14928.0,83.0,,,,,14931.0,32.0,14932.0,51.0,,,14929.5,12042.0
3998,-1.0,99900.0,PINA_COLADAS,14929.0,88.0,,,,,14932.0,29.0,14933.0,59.0,,,14930.5,11845.25
4002,-1.0,100000.0,PINA_COLADAS,14929.0,110.0,,,,,14932.0,39.0,14933.0,71.0,,,14930.5,11849.5
4006,-1.0,100100.0,PINA_COLADAS,14928.0,101.0,,,,,14929.0,34.0,14931.0,101.0,,,14928.5,12048.5
4008,-1.0,100200.0,PINA_COLADAS,14930.0,35.0,14929.0,75.0,,,14932.0,35.0,14933.0,75.0,,,14931.0,11832.0
4013,-1.0,100300.0,PINA_COLADAS,14932.0,88.0,,,,,14935.0,88.0,,,,,14933.5,11323.75
4018,-1.0,100400.0,PINA_COLADAS,14937.0,84.0,,,,,14940.0,84.0,,,,,14938.5,10389.0
4021,-1.0,100500.0,PINA_COLADAS,14938.0,92.0,,,,,14941.0,92.0,,,,,14939.5,10171.75
4024,-1.0,100600.0,PINA_COLADAS,14938.0,98.0,,,,,14941.0,98.0,,,,,14939.5,10243.25
4029,-1.0,100700.0,PINA_COLADAS,14936.0,95.0,,,,,14939.0,95.0,,,,,14937.5,10595.5
4034,-1.0,100800.0,PINA_COLADAS,14936.0,2.0,14935.0,52.0,,,14938.0,25.0,14939.0,52.0,,,14937.0,10668.0
4037,-1.0,100900.0,PINA_COLADAS,14935.0,75.0,,,,,14938.0,75.0,,,,,14936.5,10807.25
4040,-1.0,101000.0,PINA_COLADAS,14938.0,88.0,,,,,14941.0,88.0,,,,,14939.5,10073.5
4045,-1.0,101100.0,PINA_COLADAS,14938.0,91.0,,,,,14941.0,91.0,,,,,14939.5,10152.75
4051,-1.0,101200.0,PINA_COLADAS,14938.0,30.0,14937.0,67.0,,,14941.0,97.0,,,,,14939.5,10189.0
4055,-1.0,101300.0,PINA_COLADAS,14936.0,103.0,,,,,14939.0,103.0,,,,,14937.5,10580.25
4057,-1.0,101400.0,PINA_COLADAS,14940.0,92.0,,,,,14943.0,92.0,,,,,14941.5,9705.0
4063,-1.0,101500.0,PINA_COLADAS,14941.0,36.0,14940.0,68.0,,,14944.0,104.0,,,,,14942.5,9549.0
4067,-1.0,101600.0,PINA_COLADAS,14941.0,29.0,14940.0,64.0,,,14943.0,29.0,14944.0,64.0,,,14942.0,9559.75
4071,-1.0,101700.0,PINA_COLADAS,14939.0,110.0,,,,,14942.0,38.0,14943.0,72.0,,,14940.5,9827.75
4073,-1.0,101800.0,PINA_COLADAS,14938.0,114.0,,,,,14939.0,22.0,14941.0,40.0,14942.0,74.0,14938.5,10039.75
4079,-1.0,101900.0,PINA_COLADAS,14938.0,86.0,,,,,14941.0,86.0,,,,,14939.5,10152.5
4083,-1.0,102000.0,PINA_COLADAS,14938.0,76.0,,,,,14941.0,76.0,,,,,14939.5,10158.25
4087,-1.0,102100.0,PINA_COLADAS,14938.0,78.0,,,,,14941.0,78.0,,,,,14939.5,10177.0
4089,-1.0,102200.0,PINA_COLADAS,14932.0,84.0,,,,,14935.0,23.0,14936.0,61.0,,,14933.5,11321.75
4095,-1.0,102300.0,PINA_COLADAS,14933.0,77.0,,,,,14936.0,77.0,,,,,14934.5,11119.0
4097,-1.0,102400.0,PINA_COLADAS,14935.0,95.0,,,,,14938.0,95.0,,,,,14936.5,10768.5
4100,-1.0,102500.0,PINA_COLADAS,14934.0,71.0,,,,,14937.0,21.0,14938.0,50.0,,,14935.5,10885.25
4105,-1.0,102600.0,PINA_COLADAS,14932.0,30.0,14931.0,58.0,,,14934.0,30.0,14935.0,58.0,,,14933.0,11523.0
4111,-1.0,102700.0,PINA_COLADAS,14933.0,38.0,14932.0,60.0,,,14935.0,38.0,14936.0,60.0,,,14934.0,11309.75
4112,-1.0,102800.0,PINA_COLADAS,14930.0,33.0,14929.0,74.0,,,14932.0,33.0,14933.0,74.0,,,14931.0,11942.0
4116,-1.0,102900.0,PINA_COLADAS,14931.0,90.0,,,,,14934.0,90.0,,,,,14932.5,11559.5
4121,-1.0,103000.0,PINA_COLADAS,14932.0,21.0,14931.0,56.0,,,14935.0,77.0,,,,,14933.5,11471.0
4126,-1.0,103100.0,PINA_COLADAS,14937.0,83.0,,,,,14940.0,31.0,14941.0,52.0,,,14938.5,10248.0
4128,-1.0,103200.0,PINA_COLADAS,14938.0,91.0,,,,,14941.0,91.0,,,,,14939.5,10140.5
4132,-1.0,103300.0,PINA_COLADAS,14939.0,77.0,,,,,14942.0,77.0,,,,,14940.5,9839.75
4139,-1.0,103400.0,PINA_COLADAS,14940.0,32.0,14939.0,53.0,,,14942.0,32.0,14943.0,53.0,,,14941.0,9806.5
4142,-1.0,103500.0,PINA_COLADAS,14940.0,90.0,,,,,14943.0,90.0,,,,,14941.5,9746.5
4144,-1.0,103600.0,PINA_COLADAS,14936.0,98.0,,,,,14939.0,98.0,,,,,14937.5,10601.0
4148,-1.0,103700.0,PINA_COLADAS,14935.0,95.0,,,,,14938.0,95.0,,,,,14936.5,10737.75
4154,-1.0,103800.0,PINA_COLADAS,14935.0,108.0,,,,,14938.0,108.0,,,,,14936.5,10711.25
4158,-1.0,103900.0,PINA_COLADAS,14932.0,99.0,,,,,14935.0,99.0,,,,,14933.5,11400.25
4160,-1.0,104000.0,PINA_COLADAS,14935.0,63.0,14934.0,58.0,,,14937.0,23.0,14938.0,58.0,,,14936.0,10877.75
4164,-1.0,104100.0,PINA_COLADAS,14934.0,88.0,,,,,14937.0,88.0,,,,,14935.5,10929.0
4170,-1.0,104200.0,PINA_COLADAS,14937.0,102.0,,,,,14940.0,30.0,14941.0,72.0,,,14938.5,10248.25
4174,-1.0,104300.0,PINA_COLADAS,14936.0,31.0,14935.0,62.0,,,14938.0,31.0,14939.0,62.0,,,14937.0,10642.5
4176,-1.0,104400.0,PINA_COLADAS,14934.0,108.0,,,,,14937.0,39.0,14938.0,69.0,,,14935.5,10886.75
4180,-1.0,104500.0,PINA_COLADAS,14933.0,105.0,,,,,14936.0,105.0,,,,,14934.5,11221.25
4186,-1.0,104600.0,PINA_COLADAS,14934.0,30.0,14933.0,69.0,,,14936.0,30.0,14937.0,69.0,,,14935.0,11083.25
4189,-1.0,104700.0,PINA_COLADAS,14932.0,95.0,,,,,14935.0,95.0,,,,,14933.5,11341.75
4192,-1.0,104800.0,PINA_COLADAS,14932.0,95.0,,,,,14935.0,95.0,,,,,14933.5,11346.5
4196,-1.0,104900.0,PINA_COLADAS,14933.0,90.0,,,,,14936.0,90.0,,,,,14934.5,11209.0
4201,-1.0,105000.0,PINA_COLADAS,14935.0,85.0,,,,,14938.0,28.0,14939.0,57.0,,,14936.5,10682.25
4205,-1.0,105100.0,PINA_COLADAS,14941.0,27.0,14940.0,52.0,,,14943.0,27.0,14944.0,52.0,,,14942.0,9564.0
4208,-1.0,105200.0,PINA_COLADAS,14943.0,112.0,,,,,14946.0,112.0,,,,,14944.5,9094.25
4212,-1.0,105300.0,PINA_COLADAS,14943.0,97.0,,,,,14946.0,97.0,,,,,14944.5,9056.0
4217,-1.0,105400.0,PINA_COLADAS,14944.0,23.0,14943.0,103.0,,,14946.0,38.0,14947.0,65.0,,,14945.0,8960.75
4221,-1.0,105500.0,PINA_COLADAS,14943.0,24.0,14942.0,69.0,,,14945.0,24.0,14946.0,69.0,,,14944.0,9136.75
4226,-1.0,105600.0,PINA_COLADAS,14938.0,102.0,,,,,14941.0,102.0,,,,,14939.5,10156.25
4229,-1.0,105700.0,PINA_COLADAS,14939.0,28.0,14938.0,56.0,,,14942.0,84.0,,,,,14940.5,9969.75
4235,-1.0,105800.0,PINA_COLADAS,14936.0,112.0,,,,,14939.0,112.0,,,,,14937.5,10555.75
4237,-1.0,105900.0,PINA_COLADAS,14937.0,91.0,,,,,14940.0,91.0,,,,,14938.5,10311.25
4241,-1.0,106000.0,PINA_COLADAS,14935.0,102.0,,,,,14938.0,28.0,14939.0,74.0,,,14936.5,10683.0
