coco_mid_price,pc_mid_price,,,,
7964,14956.5,,,,
7963.5,14953.5,,,,
7962.5,14952.5,,,,
7960.5,14947.5,,,,
7961,14947.5,,,,
7960.5,14946,,,,
7963,14949.5,,,,
7963.5,14949,,,,
7964.5,14950.5,,,,
7964.5,14950.5,,,,
7965.5,14950.5,,,,
7964.5,14950.5,,,,
7964.5,14950,,,,
7964.5,14951.5,,,,
7965.5,14952.5,,,,
7965.5,14954,,,,
7968,14958,,,,
7967.5,14955.5,,,,
7966.5,14953.5,,,,
7968,14956,,,,
7971,14957.5,,,,
7972.5,14957.5,,,,
7971.5,14958,,,,
7969.5,14957,,,,
7971,14957,,,,
7970.5,14957.5,,,,
7971.5,14954,,,,
7972,14955.5,,,,
7972.5,14956.5,,,,
7974,14960.5,,,,
7972.5,14954.5,,,,
7973.5,14955.5,,,,
7973.5,14954.5,,,,
7973.5,14953.5,,,,
7973.5,14953.5,,,,
7973.5,14951.5,,,,
7974,14954.5,,,,
7973,14950.5,,,,
7971.5,14951.5,,,,
7974.5,14955.5,,,,
7975,14959.5,,,,
7974,14959,,,,
7973.5,14959.5,,,,
7971.5,14958.5,,,,
7971.5,14958.5,,,,
7969,14953.5,,,,
7967.5,14951.5,,,,
7966,14949.5,,,,
7967,14950.5,,,,
7967,14951.5,,,,
7967.5,14950.5,,,,
7967,14945.5,,,,
7965.5,14946,,,,
7968,14950,,,,
7968,14950,,,,
7967.5,14946.5,,,,
7966,14944.5,,,,
7965.5,14944,,,,
7966,14942.5,,,,
7966,14943.5,,,,
7964.5,14941.5,,,,
7964.5,14942,,,,
7965,14942,,,,
7965.5,14942,,,,
7965,14939.5,,,,
7965,14937.5,,,,
7965,14939.5,,,,
7964.5,14939,,,,
7965,14939.5,,,,
7963.5,14936,,,,
7962.5,14931.5,,,,
7962.5,14929.5,,,,
7962,14929.5,,,,
7960.5,14926,,,,
7959.5,14925.5,,,,
7959.5,14926.5,,,,
7959,14926.5,,,,
7960,14926.5,,,,
7961,14929,,,,
7962,14928.5,,,,
7961,14926.5,,,,
7961,14928.5,,,,
7959.5,14922.5,,,,
7958,14918,,,,
7957.5,14918.5,,,,
7958,14917.5,,,,
7959,14922.5,,,,
7959.5,14923.5,,,,
7959,14923.5,,,,
7959.5,14921.5,,,,
7958.5,14920.5,,,,
7959,14920.5,,,,
7958.5,14919,,,,
7959.5,14919.5,,,,
7960.5,14920.5,,,,
7960.5,14919.5,,,,
7961,14918.5,,,,
7961.5,14916.5,,,,
7960.5,14913.5,,,,
7959.5,14913.5,,,,
7959,14912.5,,,,
7959.5,14914.5,,,,
7959,14916.5,,,,
7958.5,14914.5,,,,
7959,14913.5,,,,
7959.5,14916.5,,,,
7960.5,14917.5,,,,
7961.5,14920.5,,,,
7961.5,14920.5,,,,
7962,14921.5,,,,
7962,14922,,,,
7963.5,14923.5,,,,
7963.5,14921.5,,,,
7964,14919.5,,,,
7964.5,14918.5,,,,
7964.5,14919,,,,
7964,14916,,,,
7964.5,14915.5,,,,
7964.5,14914.5,,,,
7964.5,14919,,,,
7964.5,14921,,,,
7964.5,14921.5,,,,
7963,14915.5,,,,
7963,14914,,,,
7964,14915.5,,,,
7963.5,14915.5,,,,
7963.5,14914.5,,,,
7963.5,14914.5,,,,
7964,14914,,,,
7963.5,14911.5,,,,
7964.5,14910.5,,,,
7964,14909.5,,,,
7964,14912,,,,
7964.5,14912,,,,
7965,14912,,,,
7964.5,14910.5,,,,
7965.5,14913.5,,,,
7965.5,14913.5,,,,
7963.5,14910.5,,,,
7964,14912.5,,,,
7964,14912.5,,,,
7964,14914.5,,,,
7963,14915.5,,,,
7963,14916.5,,,,
7962.5,14916.5,,,,
7961.5,14913,,,,
7962.5,14913.5,,,,
7962,14913,,,,
7962.5,14912.5,,,,
7962.5,14910.5,,,,
7963.5,14911.5,,,,
7963.5,14909.5,,,,
7964.5,14911,,,,
7964.5,14909.5,,,,
7965.5,14911.5,,,,
7966.5,14912,,,,
7965.5,14909.5,,,,
7966.5,14908.5,,,,
7966.5,14910.5,,,,
7967,14911.5,,,,
7964.5,14909.5,,,,
7966.5,14909.5,,,,
7964.5,14907,,,,
7965.5,14902.5,,,,
7964.5,14902,,,,
7965,14901.5,,,,
7966,14902.5,,,,
7966.5,14904.5,,,,
7965.5,14900.5,,,,
7966,14902.5,,,,
7966,14900.5,,,,
7965.5,14898.5,,,,
7964.5,14897.5,,,,
7964.5,14895.5,,,,
7965.5,14897.5,,,,
7965.5,14895,,,,
7965,14895.5,,,,
7966,14895.5,,,,
7966.5,14896.5,,,,
7967,14897.5,,,,
7967.5,14897.5,,,,
7967,14895.5,,,,
7966,14893,,,,
7967,14894.5,,,,
7966,14891.5,,,,
7964.5,14888.5,,,,
7966,14890.5,,,,
7967,14894,,,,
7968,14896,,,,
7969,14896.5,,,,
7968.5,14897.5,,,,
7967.5,14897.5,,,,
7966.5,14894,,,,
7966.5,14891.5,,,,
7966.5,14892.5,,,,
7964.5,14888,,,,
7964.5,14888.5,,,,
7964,14886,,,,
7963.5,14884,,,,
7963.5,14887,,,,
7963.5,14887,,,,
7965.5,14888.5,,,,
7965,14888.5,,,,
7965.5,14890.5,,,,
7966,14893.5,,,,
7965.5,14891.5,,,,
7965,14887.5,,,,
7965,14887.5,,,,
7965.5,14890.5,,,,
7965,14889.5,,,,
7966.5,14892.5,,,,
7968,14895.5,,,,
7968.5,14895.5,,,,
7968,14891.5,,,,
7968,14890.5,,,,
7966.5,14888,,,,
7966,14888.5,,,,
7966,14889.5,,,,
7966,14889,,,,
7965.5,14888.5,,,,
7966.5,14889.5,,,,
7966.5,14889.5,,,,
7965.5,14888.5,,,,
7966.5,14890,,,,
7966,14887.5,,,,
7967.5,14888,,,,
7967.5,14888.5,,,,
7968.5,14890.5,,,,
7970.5,14891.5,,,,
7969.5,14890,,,,
7969.5,14889.5,,,,
7970,14892,,,,
7970,14891.5,,,,
7969.5,14892.5,,,,
7968.5,14891.5,,,,
7969,14893.5,,,,
7968,14890,,,,
7969,14894.5,,,,
7970,14895.5,,,,
7971,14894,,,,
7972,14896.5,,,,
7971.5,14899,,,,
7972,14900.5,,,,
7971.5,14899,,,,
7971,14896.5,,,,
7971,14895,,,,
7971,14896.5,,,,
7971.5,14899.5,,,,
7971,14896.5,,,,
7970.5,14897,,,,
7971.5,14899,,,,
7972,14900,,,,
7974,14902,,,,
7973.5,14901.5,,,,
7974.5,14902,,,,
7974.5,14903.5,,,,
7973.5,14902.5,,,,
7974.5,14902.5,,,,
7975.5,14905,,,,
7975.5,14905.5,,,,
7975.5,14907.5,,,,
7976.5,14911.5,,,,
7978,14914.5,,,,
7977,14912.5,,,,
7976.5,14912.5,,,,
7976.5,14913.5,,,,
7977,14913,,,,
7976.5,14912,,,,
7977.5,14915.5,,,,
7977.5,14916,,,,
7976.5,14911.5,,,,
7977,14912.5,,,,
7977,14911.5,,,,
7976,14909.5,,,,
7975.5,14909,,,,
7975.5,14909.5,,,,
7974.5,14906.5,,,,
7973.5,14903.5,,,,
7973,14903.5,,,,
7973,14905.5,,,,
7973,14905.5,,,,
7973.5,14907.5,,,,
7972.5,14907.5,,,,
7972,14906.5,,,,
7974,14905.5,,,,
7972,14903,,,,
7971,14898.5,,,,
7970.5,14897.5,,,,
7970.5,14896.5,,,,
7969.5,14895,,,,
7970.5,14897.5,,,,
7970.5,14895.5,,,,
7969,14891,,,,
7970.5,14894.5,,,,
7971,14895.5,,,,
7970.5,14895.5,,,,
7970.5,14895,,,,
7971,14897,,,,
7970,14894.5,,,,
7970.5,14897.5,,,,
7970,14897.5,,,,
7970,14897,,,,
7969.5,14896,,,,
7969.5,14894.5,,,,
7969.5,14897.5,,,,
7969,14896.5,,,,
7969,14895,,,,
7969.5,14897.5,,,,
7969.5,14897.5,,,,
7970,14900.5,,,,
7969.5,14900.5,,,,
7969.5,14903,,,,
7969.5,14904,,,,
7970.5,14901.5,,,,
7970.5,14905.5,,,,
7970.5,14907,,,,
7971,14907.5,,,,
7970.5,14909.5,,,,
7972.5,14911.5,,,,
7972,14907.5,,,,
7973,14909.5,,,,
7971.5,14909.5,,,,
7971,14909.5,,,,
7970,14906.5,,,,
7969.5,14906.5,,,,
7969.5,14904.5,,,,
7969,14904.5,,,,
7968.5,14904.5,,,,
7968,14903.5,,,,
7969.5,14904.5,,,,
7968.5,14902.5,,,,
7970,14906.5,,,,
7970,14905.5,,,,
7969.5,14903.5,,,,
7969.5,14901.5,,,,
7969,14900,,,,
7969.5,14899.5,,,,
7968,14898.5,,,,
7967.5,14898,,,,
7967.5,14899.5,,,,
7967.5,14900.5,,,,
7968.5,14899.5,,,,
7968,14900.5,,,,
7968.5,14902.5,,,,
7970.5,14903.5,,,,
7970.5,14903.5,,,,
7969,14900.5,,,,
7968.5,14899,,,,
7967.5,14897.5,,,,
7968,14895.5,,,,
7969,14897.5,,,,
7970,14897.5,,,,
7970.5,14899.5,,,,
7969.5,14899.5,,,,
7968.5,14897.5,,,,
7968.5,14896.5,,,,
7971,14902,,,,
7971,14900.5,,,,
7970.5,14897.5,,,,
7970,14896.5,,,,
7971,14898.5,,,,
7970.5,14893.5,,,,
7969.5,14891.5,,,,
7971,14896.5,,,,
7972,14898.5,,,,
7971,14897.5,,,,
7971,14897.5,,,,
7970.5,14894.5,,,,
7971,14895.5,,,,
7970.5,14893.5,,,,
7971,14898.5,,,,
7970,14899,,,,
7969,14895.5,,,,
7967.5,14892.5,,,,
7966.5,14893.5,,,,
7967,14896.5,,,,
7968,14901,,,,
7968.5,14904,,,,
7969,14904.5,,,,
7967,14900.5,,,,
7967.5,14901.5,,,,
7967.5,14902.5,,,,
7968.5,14904,,,,
7968.5,14905,,,,
7968.5,14905.5,,,,
7967.5,14901.5,,,,
7968.5,14900.5,,,,
7968,14900.5,,,,
7966,14894.5,,,,
7965.5,14895.5,,,,
7966,14895.5,,,,
7965,14895.5,,,,
7965,14895.5,,,,
7964.5,14897.5,,,,
7965.5,14899.5,,,,
7965,14897.5,,,,
7966,14898.5,,,,
7968,14901,,,,
7967.5,14901,,,,
7967.5,14898.5,,,,
7967,14898.5,,,,
7967,14897,,,,
7967.5,14899.5,,,,
7966,14898.5,,,,
7967.5,14899,,,,
7967.5,14898.5,,,,
7967,14900.5,,,,
7968,14900.5,,,,
7968,14901,,,,
7967.5,14902,,,,
7967,14899.5,,,,
7967,14900.5,,,,
7968.5,14904.5,,,,
7968,14903.5,,,,
7969,14906,,,,
7968,14903,,,,
7968.5,14903.5,,,,
7968.5,14904.5,,,,
7969,14904.5,,,,
7968.5,14906.5,,,,
7970,14911.5,,,,
7969.5,14914.5,,,,
7970.5,14914.5,,,,
7970.5,14912.5,,,,
7969.5,14910,,,,
7973,14912.5,,,,
7973,14915.5,,,,
7974,14915.5,,,,
7973.5,14915.5,,,,
7972.5,14913.5,,,,
7973,14916.5,,,,
7973.5,14920,,,,
7973,14919.5,,,,
7971,14919,,,,
7972,14920.5,,,,
7971,14918.5,,,,
7971.5,14920.5,,,,
7970.5,14919.5,,,,
7970,14914.5,,,,
7969.5,14911.5,,,,
7968.5,14910.5,,,,
7969,14911.5,,,,
7969,14909.5,,,,
7970,14913,,,,
7971,14915.5,,,,
7970,14913.5,,,,
7971.5,14915,,,,
7971.5,14915,,,,
7971.5,14911.5,,,,
7972,14913.5,,,,
7972.5,14912.5,,,,
7973,14911.5,,,,
7973.5,14911.5,,,,
7973.5,14912.5,,,,
7973.5,14908.5,,,,
7973.5,14908.5,,,,
7975,14911.5,,,,
7974,14910,,,,
7973,14908,,,,
7973.5,14908.5,,,,
7974,14908,,,,
7973.5,14907.5,,,,
7973,14908,,,,
7973,14906.5,,,,
7972.5,14906,,,,
7973,14905,,,,
7972.5,14904.5,,,,
7973.5,14904.5,,,,
7975,14905.5,,,,
7974.5,14905.5,,,,
7973.5,14905,,,,
7973.5,14909,,,,
7975,14912,,,,
7975.5,14914,,,,
7975.5,14913.5,,,,
7975,14915.5,,,,
7975.5,14915.5,,,,
7975.5,14909.5,,,,
7975.5,14910.5,,,,
7975,14908.5,,,,
7975.5,14909.5,,,,
7976.5,14912.5,,,,
7977,14913.5,,,,
7976.5,14915.5,,,,
7979.5,14918.5,,,,
7979,14918,,,,
7980.5,14919.5,,,,
7979.5,14920,,,,
7979.5,14921.5,,,,
7978.5,14919,,,,
7979,14917.5,,,,
7978.5,14918.5,,,,
7978.5,14916.5,,,,
7979.5,14918.5,,,,
7979.5,14923.5,,,,
7980,14925.5,,,,
7981,14925.5,,,,
7979.5,14921.5,,,,
7980,14924.5,,,,
7979,14922.5,,,,
7979,14922,,,,
7978.5,14921.5,,,,
7978,14921,,,,
7978.5,14919.5,,,,
7978.5,14920.5,,,,
7978.5,14919.5,,,,
7980,14922.5,,,,
7978,14918,,,,
7978.5,14919.5,,,,
7978.5,14918.5,,,,
7978.5,14919.5,,,,
7979,14920.5,,,,
7979.5,14922.5,,,,
7979.5,14922.5,,,,
7979.5,14919.5,,,,
7979.5,14917.5,,,,
7979,14917.5,,,,
7979,14921.5,,,,
7980.5,14925.5,,,,
7980,14923.5,,,,
7979.5,14923.5,,,,
7980,14921.5,,,,
7980,14919.5,,,,
7979,14919.5,,,,
7978.5,14916,,,,
7980,14920,,,,
7979,14918.5,,,,
7980.5,14923.5,,,,
7980.5,14923.5,,,,
7978.5,14920.5,,,,
7979.5,14923,,,,
7981.5,14925,,,,
7982.5,14924.5,,,,
7981,14920.5,,,,
7981,14920.5,,,,
7981,14923.5,,,,
7978.5,14921.5,,,,
7980,14921.5,,,,
7981,14921.5,,,,
7980,14921.5,,,,
7980.5,14922.5,,,,
7979.5,14922.5,,,,
7979.5,14921.5,,,,
7977.5,14918.5,,,,
7978.5,14917.5,,,,
7978.5,14916.5,,,,
7979,14916.5,,,,
7978.5,14917,,,,
7979,14916.5,,,,
7980,14917.5,,,,
7980.5,14920.5,,,,
7980.5,14921,,,,
7979.5,14917.5,,,,
7980,14918.5,,,,
7980.5,14919.5,,,,
7981,14919.5,,,,
7981.5,14919.5,,,,
7983,14925,,,,
7982,14922.5,,,,
7982.5,14922.5,,,,
7982.5,14925.5,,,,
7984,14927.5,,,,
7982.5,14926.5,,,,
7983,14926.5,,,,
7983.5,14928.5,,,,
7984.5,14931.5,,,,
7984,14933.5,,,,
7982.5,14931.5,,,,
7983,14931,,,,
7982,14928.5,,,,
7982.5,14928.5,,,,
7983.5,14932.5,,,,
7984.5,14935,,,,
7984.5,14936,,,,
7983,14934.5,,,,
7981.5,14932.5,,,,
7981.5,14928.5,,,,
7978.5,14924,,,,
7981,14927,,,,
7982,14930.5,,,,
7983,14932,,,,
7983,14932,,,,
7982.5,14931.5,,,,
7982.5,14931.5,,,,
7979.5,14923.5,,,,
7979.5,14920,,,,
7979.5,14920.5,,,,
7980,14921,,,,
7979.5,14922.5,,,,
7980.5,14923,,,,
7980,14923.5,,,,
7980,14920.5,,,,
7979.5,14919.5,,,,
7979,14916.5,,,,
7978.5,14917,,,,
7979.5,14916.5,,,,
7979,14916.5,,,,
7979,14918.5,,,,
7979.5,14919.5,,,,
7980.5,14920.5,,,,
7980.5,14923.5,,,,
7982,14925.5,,,,
7980,14923.5,,,,
7979.5,14920,,,,
7979.5,14920.5,,,,
7980.5,14922.5,,,,
7979.5,14919.5,,,,
7981,14924,,,,
7980.5,14922.5,,,,
7981,14923,,,,
7981.5,14922.5,,,,
7980.5,14922.5,,,,
7979,14918.5,,,,
7979.5,14921.5,,,,
7979.5,14921,,,,
7979,14919,,,,
7979,14919.5,,,,
7977.5,14918.5,,,,
7978.5,14919.5,,,,
7980,14921.5,,,,
7979.5,14924,,,,
7979.5,14924.5,,,,
7980,14924.5,,,,
7980.5,14925.5,,,,
7980.5,14926.5,,,,
7980.5,14925.5,,,,
7981.5,14928.5,,,,
7981.5,14930.5,,,,
7982,14932.5,,,,
7982.5,14932,,,,
7982.5,14933.5,,,,
7982,14932.5,,,,
7982,14933.5,,,,
7981.5,14932.5,,,,
7981.5,14931,,,,
7983,14934.5,,,,
7982.5,14932,,,,
7984,14933.5,,,,
7985,14937.5,,,,
7983.5,14932.5,,,,
7985.5,14935.5,,,,
7983.5,14933.5,,,,
7982.5,14932,,,,
7982,14927.5,,,,
7981.5,14926,,,,
7981.5,14924.5,,,,
7982.5,14927.5,,,,
7983.5,14929.5,,,,
7982.5,14926.5,,,,
7982.5,14923.5,,,,
7983.5,14926.5,,,,
7984.5,14928.5,,,,
7984.5,14929.5,,,,
7985,14931,,,,
7986,14933.5,,,,
7986,14934,,,,
7986.5,14936.5,,,,
7986,14937,,,,
7984.5,14937,,,,
7983.5,14935.5,,,,
7984.5,14937.5,,,,
7983.5,14936.5,,,,
7984,14934,,,,
7983.5,14932.5,,,,
7984,14930.5,,,,
7983.5,14931.5,,,,
7984,14931,,,,
7983,14929.5,,,,
7982.5,14929,,,,
7982.5,14929.5,,,,
7983.5,14930.5,,,,
7983,14931.5,,,,
7982,14928.5,,,,
7981.5,14928.5,,,,
7982.5,14928.5,,,,
7982.5,14929.5,,,,
7982.5,14930.5,,,,
7980.5,14926,,,,
7980,14923,,,,
7978.5,14920.5,,,,
7979,14920,,,,
7979,14920,,,,
7980,14922.5,,,,
7979.5,14927,,,,
7980.5,14927.5,,,,
7980.5,14927.5,,,,
7979.5,14924.5,,,,
7978.5,14924.5,,,,
7981.5,14929.5,,,,
7981.5,14927.5,,,,
7982.5,14927.5,,,,
7980.5,14927,,,,
7981.5,14926.5,,,,
7981,14929.5,,,,
7981,14929.5,,,,
7983,14932.5,,,,
7982.5,14936.5,,,,
7984,14935.5,,,,
7983,14935,,,,
7982,14936.5,,,,
7980.5,14936.5,,,,
7981,14935.5,,,,
7981.5,14936,,,,
7981,14934,,,,
7980.5,14931.5,,,,
7981,14932.5,,,,
7981,14933.5,,,,
7980.5,14934,,,,
7980.5,14932.5,,,,
7979.5,14929,,,,
7980,14929,,,,
7979,14925.5,,,,
7978.5,14928,,,,
7979,14924.5,,,,
7979,14925,,,,
7980.5,14929,,,,
7981,14932.5,,,,
7980,14929.5,,,,
7979,14927.5,,,,
7978.5,14928.5,,,,
7980,14930.5,,,,
7979,14927.5,,,,
7976.5,14926,,,,
7976.5,14927.5,,,,
7977.5,14928.5,,,,
7978,14929.5,,,,
7978,14927.5,,,,
7977.5,14926,,,,
7978,14928.5,,,,
7978.5,14930.5,,,,
7978.5,14929,,,,
7978.5,14930.5,,,,
7979,14929.5,,,,
7978.5,14929.5,,,,
7979,14930,,,,
7978,14927.5,,,,
7977.5,14927,,,,
7977.5,14925,,,,
7978.5,14927.5,,,,
7978.5,14928.5,,,,
7980.5,14931.5,,,,
7981,14932,,,,
7980.5,14933.5,,,,
7980.5,14935.5,,,,
7981.5,14936.5,,,,
7982,14935.5,,,,
7982,14937.5,,,,
7982,14938,,,,
7982.5,14939,,,,
7982.5,14938.5,,,,
7982.5,14938.5,,,,
7982,14938.5,,,,
7981,14935.5,,,,
7981,14935,,,,
7980.5,14933.5,,,,
7981,14934,,,,
7981,14935.5,,,,
7979.5,14933,,,,
7980,14934.5,,,,
7979.5,14935.5,,,,
7978.5,14933,,,,
7977.5,14930.5,,,,
7978.5,14930,,,,
7978.5,14927.5,,,,
7978,14927,,,,
7978.5,14926.5,,,,
7979.5,14929,,,,
7979.5,14930.5,,,,
7979.5,14931,,,,
7979.5,14931.5,,,,
7979.5,14930.5,,,,
7982,14934.5,,,,
7982.5,14935.5,,,,
7982.5,14937.5,,,,
7984,14943.5,,,,
7985.5,14943.5,,,,
7985,14943.5,,,,
7986.5,14946,,,,
7986.5,14945.5,,,,
7986,14944.5,,,,
7986,14944.5,,,,
7985,14940,,,,
7984.5,14938.5,,,,
7983.5,14936.5,,,,
7984,14934.5,,,,
7982.5,14931.5,,,,
7982,14929.5,,,,
7982,14929.5,,,,
7982,14930.5,,,,
7982.5,14932,,,,
7983,14932.5,,,,
7982.5,14928.5,,,,
7983,14927.5,,,,
7983,14927.5,,,,
7982.5,14926.5,,,,
7983,14926.5,,,,
7983.5,14926.5,,,,
7983.5,14927.5,,,,
7983.5,14926.5,,,,
7983.5,14927.5,,,,
7983,14924.5,,,,
7981.5,14921.5,,,,
7981.5,14924.5,,,,
7981.5,14924.5,,,,
7982,14924.5,,,,
7983,14928.5,,,,
7981.5,14923,,,,
7982.5,14923.5,,,,
7982,14922,,,,
7981.5,14922.5,,,,
7980.5,14920.5,,,,
7981,14922.5,,,,
7981,14922,,,,
7982,14922.5,,,,
7983,14923,,,,
7983.5,14926,,,,
7983,14926.5,,,,
7982.5,14925.5,,,,
7982,14924.5,,,,
7981.5,14921,,,,
7980.5,14922.5,,,,
7981,14921.5,,,,
7981,14919.5,,,,
7981,14921,,,,
7981.5,14923,,,,
7982,14923.5,,,,
7981.5,14924.5,,,,
7980.5,14924,,,,
7980,14921.5,,,,
7979.5,14921.5,,,,
7980.5,14921.5,,,,
7981,14922.5,,,,
7982.5,14927.5,,,,
7983.5,14926,,,,
7983.5,14924.5,,,,
7984,14927.5,,,,
7985,14928,,,,
7984.5,14927,,,,
7984.5,14927.5,,,,
7986.5,14933.5,,,,
7986.5,14929.5,,,,
7986,14930.5,,,,
7985,14928.5,,,,
7985,14927.5,,,,
7984.5,14929.5,,,,
7984,14927,,,,
7984,14930.5,,,,
7984.5,14929.5,,,,
7984.5,14931,,,,
7985,14930,,,,
7984.5,14927.5,,,,
7984.5,14928.5,,,,
7984,14928,,,,
7984.5,14928.5,,,,
7984,14928.5,,,,
7983.5,14927.5,,,,
7984.5,14925.5,,,,
7984.5,14927.5,,,,
7984,14925.5,,,,
7984,14924,,,,
7983,14920.5,,,,
7984,14922.5,,,,
7985,14924.5,,,,
7985.5,14925.5,,,,
7984,14921.5,,,,
7986,14925.5,,,,
7985.5,14926.5,,,,
7986.5,14926.5,,,,
7986,14924.5,,,,
7986,14926.5,,,,
7985.5,14925,,,,
7984.5,14925,,,,
7983.5,14922.5,,,,
7982.5,14919.5,,,,
7982,14919,,,,
7982,14918.5,,,,
7981.5,14921.5,,,,
7980.5,14923.5,,,,
7980,14920.5,,,,
7980,14921.5,,,,
7980.5,14921.5,,,,
7980,14919.5,,,,
7979.5,14918.5,,,,
7979.5,14921.5,,,,
7979.5,14921.5,,,,
7979,14919.5,,,,
7979.5,14925,,,,
7979.5,14927,,,,
7981,14927,,,,
7980.5,14925,,,,
7981,14923.5,,,,
7981.5,14920,,,,
7982,14921.5,,,,
7982,14924.5,,,,
7982.5,14924.5,,,,
7983,14924.5,,,,
7981.5,14923.5,,,,
7982.5,14924.5,,,,
7982.5,14923,,,,
7982.5,14923.5,,,,
7982.5,14922,,,,
7983.5,14922.5,,,,
7982.5,14920.5,,,,
7983.5,14921.5,,,,
7983.5,14921,,,,
7983.5,14921.5,,,,
7981.5,14920,,,,
7982.5,14920,,,,
7980.5,14913.5,,,,
7981,14914.5,,,,
7980,14912.5,,,,
7979.5,14910.5,,,,
7978.5,14906,,,,
7978.5,14906.5,,,,
7978.5,14899.5,,,,
7979.5,14903.5,,,,
7979.5,14902.5,,,,
7980,14904,,,,
7980,14900.5,,,,
7980.5,14901.5,,,,
7981,14901.5,,,,
7980.5,14903,,,,
7980.5,14903,,,,
7980,14902,,,,
7979,14902.5,,,,
7980,14903,,,,
7979,14901,,,,
7979.5,14903.5,,,,
7980,14903.5,,,,
7979.5,14903,,,,
7979.5,14903.5,,,,
7979.5,14905,,,,
7979,14903,,,,
7979.5,14902.5,,,,
7978.5,14901.5,,,,
7979.5,14901.5,,,,
7980,14901.5,,,,
7980,14901,,,,
7980.5,14902.5,,,,
7982,14901.5,,,,
7981.5,14902.5,,,,
7984.5,14904.5,,,,
7984.5,14905.5,,,,
7984.5,14905.5,,,,
7985,14907.5,,,,
7983.5,14906,,,,
7982.5,14906.5,,,,
7982,14905,,,,
7981.5,14904,,,,
7982,14905,,,,
7981,14903,,,,
7981,14906,,,,
7982,14907.5,,,,
7981.5,14904.5,,,,
7982,14904.5,,,,
7980.5,14903.5,,,,
7982,14906,,,,
7981.5,14904.5,,,,
7981.5,14908,,,,
7982.5,14908.5,,,,
7982.5,14910.5,,,,
7982.5,14912.5,,,,
7982.5,14913,,,,
7980.5,14912.5,,,,
7981,14910,,,,
7980.5,14909,,,,
7980.5,14906.5,,,,
7980,14906.5,,,,
7979.5,14904.5,,,,
7979.5,14904.5,,,,
7979.5,14905,,,,
7980,14909.5,,,,
7980.5,14911.5,,,,
7980.5,14913.5,,,,
7981,14916,,,,
7981,14916.5,,,,
7980,14916.5,,,,
7979,14913.5,,,,
7979.5,14914,,,,
7977.5,14910.5,,,,
7977.5,14912.5,,,,
7977.5,14910.5,,,,
7978.5,14911,,,,
7977.5,14909.5,,,,
7977,14909,,,,
7977.5,14909.5,,,,
7977.5,14912.5,,,,
7977.5,14913.5,,,,
7977,14911.5,,,,
7976,14910,,,,
7975.5,14908.5,,,,
7976,14910,,,,
7977.5,14913.5,,,,
7978.5,14915.5,,,,
7977,14911.5,,,,
7976,14909.5,,,,
7976,14908,,,,
7975,14904.5,,,,
7975,14905,,,,
7974.5,14905.5,,,,
7974,14905.5,,,,
7975.5,14905.5,,,,
7974,14902.5,,,,
7974.5,14904.5,,,,
7973,14903,,,,
7973.5,14902.5,,,,
7973.5,14901,,,,
7974.5,14902,,,,
7976.5,14905.5,,,,
7976,14905,,,,
7975.5,14903,,,,
7975.5,14902,,,,
7975.5,14903.5,,,,
7976,14904.5,,,,
7976.5,14907,,,,
7975.5,14906,,,,
7975.5,14902.5,,,,
7974.5,14901.5,,,,
7975,14902,,,,
7975.5,14902.5,,,,
7975.5,14901.5,,,,
7975,14900.5,,,,
7974.5,14901,,,,
7975,14898.5,,,,
7975,14899.5,,,,
7975.5,14900.5,,,,
7975,14899.5,,,,
7974,14895.5,,,,
7974,14894,,,,
7975,14896.5,,,,
7975,14895.5,,,,
7974.5,14895.5,,,,
7973.5,14894.5,,,,
7973.5,14893.5,,,,
7972.5,14892.5,,,,
7973,14892.5,,,,
7972,14891.5,,,,
7972,14893.5,,,,
7972.5,14892.5,,,,
7972,14891.5,,,,
7973.5,14892.5,,,,
7973,14891.5,,,,
7972.5,14891.5,,,,
7972.5,14888.5,,,,
7971.5,14887.5,,,,
7972,14890.5,,,,
7971.5,14891,,,,
7973,14893.5,,,,
7972.5,14891.5,,,,
7973.5,14893.5,,,,
7974.5,14897,,,,
7975,14898.5,,,,
7973.5,14896.5,,,,
7973.5,14895.5,,,,
7973,14895.5,,,,
7971.5,14892,,,,
7971.5,14890.5,,,,
7971,14890.5,,,,
7971,14889.5,,,,
7969.5,14889,,,,
7970.5,14891.5,,,,
7970.5,14893.5,,,,
7971,14894.5,,,,
7970.5,14890.5,,,,
7971,14892.5,,,,
7971,14893.5,,,,
7971,14894.5,,,,
7972,14896.5,,,,
7973,14899.5,,,,
7972.5,14896.5,,,,
7972.5,14897.5,,,,
7974,14901.5,,,,
7975,14903.5,,,,
7976,14904.5,,,,
7977,14908,,,,
7975.5,14906.5,,,,
7976,14908,,,,
7975.5,14904.5,,,,
7975,14905,,,,
7976,14907.5,,,,
7975.5,14909,,,,
7976.5,14911.5,,,,
7976.5,14912,,,,
7979,14915,,,,
7978,14914.5,,,,
7979,14916.5,,,,
7977,14912.5,,,,
7977,14909,,,,
7976.5,14908.5,,,,
7974.5,14903.5,,,,
7974.5,14905,,,,
7974.5,14905,,,,
7974,14905,,,,
7972.5,14901.5,,,,
7973.5,14900.5,,,,
7973.5,14902.5,,,,
7974.5,14902.5,,,,
7973.5,14898.5,,,,
7972.5,14898,,,,
7970.5,14892.5,,,,
7972,14895.5,,,,
7972.5,14896.5,,,,
7974.5,14898.5,,,,
7974.5,14900,,,,
7973,14897,,,,
